update,wall_time,total_env_steps,avg_reward,avg_ep_length,kill_rate,win_rate,elo,policy_loss,value_loss,entropy,lr,fps
2190,1611.7,107642880,9.7500,71.9,0.9900,0.9900,1913.7,-0.010850,3.051168,1.613878,1.686600e-04,72926
2200,1618.9,108134400,2.7500,148.5,0.9600,0.6400,2053.0,-0.014160,4.441639,1.535469,1.680600e-04,67383
2210,1626.2,108625920,-1.6000,139.2,0.9200,0.4300,2054.9,-0.012390,7.412629,1.551438,1.674600e-04,66027
2220,1633.6,109117440,0.7000,116.0,0.9500,0.5400,2029.6,-0.011759,6.283848,1.557987,1.668600e-04,63151
2230,1641.0,109608960,-0.2000,150.4,0.9300,0.5000,1953.8,-0.014332,5.101287,1.530247,1.662600e-04,66625
2240,1648.4,110100480,-1.3000,144.8,0.9300,0.4500,1945.4,-0.012488,4.610995,1.548908,1.656600e-04,65311
2250,1655.7,110592000,-1.0500,150.3,0.9200,0.4600,1905.1,-0.013650,5.173668,1.498140,1.650600e-04,66850
2260,1663.0,111083520,-0.1000,150.4,0.9600,0.5000,1870.4,-0.013119,4.950731,1.514567,1.644600e-04,66293
2270,1670.3,111575040,-1.8500,141.4,0.8800,0.4300,1892.4,-0.013815,5.465643,1.504053,1.638600e-04,67058
2280,1677.7,112066560,9.0000,93.9,0.9600,0.9600,1926.8,-0.010134,3.008232,1.588342,1.632600e-04,73067
2290,1685.0,112558080,2.8000,127.0,0.9100,0.6600,1955.5,-0.013183,4.759578,1.559016,1.626600e-04,63030
2300,1692.5,113049600,0.8000,136.8,0.9300,0.5500,1893.8,-0.013665,5.246638,1.543756,1.620600e-04,66497
2310,1699.8,113541120,-1.8500,138.0,0.8800,0.4300,1905.2,-0.012925,5.621811,1.537554,1.614600e-04,66938
2320,1707.2,114032640,0.3000,119.0,0.9200,0.5300,1832.6,-0.014396,6.098732,1.516862,1.608600e-04,64379
2330,1714.4,114524160,9.5000,71.7,0.9800,0.9800,1897.3,-0.009797,1.315581,1.563290,1.602600e-04,71271
2340,1721.6,115015680,-0.6000,109.4,0.9600,0.4700,1907.5,-0.011909,7.184135,1.545402,1.596600e-04,65701
2350,1728.9,115507200,-3.6500,171.8,0.8500,0.3500,1896.7,-0.013146,4.276841,1.533494,1.590600e-04,67031
2360,1736.5,115998720,-1.3500,145.3,0.9700,0.4400,1964.5,-0.012516,6.999051,1.501171,1.584600e-04,62808
2370,1743.9,116490240,-1.8000,153.9,0.8800,0.4300,1921.0,-0.013585,3.972651,1.530193,1.578600e-04,69377
2380,1751.2,116981760,-2.9000,162.7,0.9300,0.3700,1897.9,-0.012768,4.141418,1.529483,1.572600e-04,67371
2390,1758.5,117473280,-1.4000,161.6,0.8700,0.4600,1912.7,-0.010912,4.582451,1.526390,1.566600e-04,67779
2400,1766.0,117964800,-2.9000,145.8,0.9200,0.3700,1880.8,-0.013127,4.914768,1.527871,1.560600e-04,66056
2410,1773.2,118456320,-0.2000,153.6,0.9500,0.5000,1959.7,-0.012483,6.291765,1.511811,1.554600e-04,68948
2420,1780.5,118947840,-0.2500,123.3,0.9600,0.4900,1873.6,-0.012948,6.235687,1.530996,1.548600e-04,66624
2430,1787.6,119439360,-0.9500,132.4,0.9300,0.4600,1900.0,-0.010895,6.645658,1.476267,1.542600e-04,66573
2440,1795.0,119930880,2.4000,106.1,0.9200,0.6300,1983.0,-0.011814,4.586766,1.595231,1.536600e-04,64905
2450,1802.4,120422400,-0.7000,151.3,0.9100,0.4800,1966.4,-0.011024,5.274225,1.543589,1.530600e-04,66401
2460,1809.7,120913920,1.3000,108.5,0.9200,0.5800,1847.6,-0.011951,5.066945,1.568008,1.524600e-04,65573
2470,1816.9,121405440,1.2500,130.8,0.9600,0.5700,1894.8,-0.010583,6.711573,1.509022,1.518600e-04,65685
2480,1824.2,121896960,-2.8000,162.8,0.8800,0.3800,1884.9,-0.013378,4.493509,1.510757,1.512600e-04,66912
2490,1831.5,122388480,1.5500,121.5,0.8700,0.6000,1984.8,-0.012083,4.871876,1.573534,1.506600e-04,65242
2500,1838.8,122880000,-2.9500,152.4,0.9000,0.3700,1902.2,-0.013505,5.175513,1.507434,1.500600e-04,66299
2510,1846.1,123371520,-1.8500,171.7,0.9400,0.4200,1939.0,-0.014436,4.115112,1.561040,1.494600e-04,67297
2520,1853.2,123863040,8.7500,95.8,0.9500,0.9500,1959.1,-0.008952,3.174153,1.583568,1.488600e-04,73676
2530,1860.4,124354560,0.0500,158.8,0.9200,0.5200,2010.1,-0.012538,5.940387,1.499030,1.482600e-04,68992
2540,1867.6,124846080,8.7500,92.6,0.9500,0.9500,1962.5,-0.009614,4.470281,1.545635,1.476600e-04,74934
2550,1874.9,125337600,0.6500,149.1,0.9600,0.5400,1969.0,-0.013113,4.893648,1.514547,1.470600e-04,68107
2560,1882.1,125829120,-0.5500,134.9,0.9300,0.4800,1963.3,-0.013399,5.544692,1.494898,1.464600e-04,66463
2570,1889.4,126320640,8.2500,102.5,0.9300,0.9300,1865.3,-0.011169,3.837238,1.579901,1.458600e-04,72435
2580,1896.8,126812160,-1.5000,150.6,0.8800,0.4500,1881.1,-0.012053,5.588393,1.525590,1.452600e-04,66982
2590,1904.1,127303680,0.7500,136.7,0.9100,0.5500,1986.5,-0.014070,5.361715,1.511685,1.446600e-04,66672
2600,1911.5,127795200,-0.1000,132.8,0.8900,0.5100,1989.2,-0.012969,5.898947,1.529518,1.440600e-04,66204
2610,1918.9,128286720,2.5000,129.5,0.9800,0.6300,2018.3,-0.013644,6.440081,1.497508,1.434600e-04,66599
2620,1926.1,128778240,-2.6000,129.2,0.9200,0.3800,1938.8,-0.012741,5.702650,1.508469,1.428600e-04,66288
2630,1933.3,129269760,2.5000,111.9,0.9500,0.6300,2055.3,-0.012174,6.419403,1.540322,1.422600e-04,65816
2640,1940.6,129761280,8.5000,97.6,0.9400,0.9400,1985.1,-0.009850,2.658918,1.586611,1.416600e-04,74581
2650,1947.8,130252800,2.4000,116.3,0.9200,0.6300,1920.4,-0.012358,4.676765,1.562346,1.410600e-04,65246
2660,1955.1,130744320,0.1500,141.6,0.9300,0.5100,1988.3,-0.011140,6.089698,1.538052,1.404600e-04,64119
2670,1962.4,131235840,-0.7500,151.7,0.9500,0.4700,1980.7,-0.012603,4.719911,1.555236,1.398600e-04,66426
2680,1969.8,131727360,1.6500,141.0,0.9300,0.5900,2018.9,-0.012062,5.079918,1.565267,1.392600e-04,63661
2690,1977.3,132218880,-0.1500,155.9,0.9400,0.5000,1985.6,-0.011648,6.166005,1.520787,1.386600e-04,65934
2700,1984.7,132710400,-1.2500,140.8,0.9200,0.4500,1898.7,-0.011347,5.285541,1.519064,1.380600e-04,66692
2710,1991.9,133201920,9.0000,83.2,0.9600,0.9600,1959.9,-0.009380,2.183871,1.528379,1.374600e-04,72639
2720,1999.1,133693440,9.0000,75.9,0.9600,0.9600,1899.3,-0.006789,1.686173,1.561271,1.368600e-04,71050
2730,2006.3,134184960,-0.3500,160.2,0.8800,0.5000,1960.4,-0.011800,5.197038,1.519334,1.362600e-04,66800
2740,2013.6,134676480,-3.1500,159.7,0.9000,0.3600,1882.7,-0.010752,4.853809,1.528463,1.356600e-04,67794
2750,2020.8,135168000,9.0000,88.2,0.9600,0.9600,1988.3,-0.009156,4.646412,1.553066,1.350600e-04,72826
2760,2028.1,135659520,9.5000,74.7,0.9800,0.9800,2059.3,-0.010473,1.711454,1.537197,1.344600e-04,71518
2770,2035.4,136151040,-1.4500,157.4,0.8800,0.4500,2104.4,-0.011990,6.362606,1.487477,1.338600e-04,66800
2780,2042.7,136642560,-0.0500,152.7,0.8900,0.5100,2042.8,-0.011294,5.689279,1.509052,1.332600e-04,66833
2790,2050.0,137134080,-1.7500,150.3,0.9600,0.4200,1988.3,-0.011835,5.082580,1.542481,1.326600e-04,67036
2800,2057.2,137625600,0.9000,121.3,0.9500,0.5500,2040.7,-0.010799,5.491936,1.553263,1.320600e-04,65849
2810,2064.6,138117120,-0.7500,148.1,0.9100,0.4700,1992.1,-0.012114,4.710569,1.498757,1.314600e-04,65842
2820,2072.0,138608640,-0.3500,143.4,0.9500,0.4900,1920.6,-0.011768,5.707087,1.521417,1.308600e-04,66673
2830,2079.3,139100160,-1.1500,140.0,0.9100,0.4500,1950.3,-0.011095,5.012472,1.551944,1.302600e-04,66565
2840,2086.6,139591680,0.6000,151.1,0.9500,0.5400,2078.7,-0.013327,4.928421,1.580907,1.296600e-04,67529
2850,2093.9,140083200,-2.4500,144.8,0.9300,0.3900,2011.4,-0.010701,6.050183,1.525576,1.290600e-04,65777
2860,2101.1,140574720,0.5000,132.8,0.9400,0.5300,2070.8,-0.010927,5.797673,1.536231,1.284600e-04,66319
2870,2108.5,141066240,0.5500,151.4,0.9100,0.5400,1989.9,-0.010378,6.682206,1.529617,1.278600e-04,63101
2880,2116.0,141557760,-0.1500,141.0,0.9600,0.5000,2012.9,-0.010506,5.542503,1.552090,1.272600e-04,64650
2890,2123.3,142049280,0.0500,163.7,0.9100,0.5100,1971.1,-0.010492,5.013133,1.520690,1.266600e-04,66972
2900,2130.5,142540800,-0.8500,122.5,0.9800,0.4600,2010.0,-0.010166,6.093107,1.494268,1.260600e-04,66437
2910,2137.7,143032320,9.7500,74.5,0.9900,0.9900,2130.1,-0.010897,1.907227,1.596479,1.254600e-04,72991
2920,2145.0,143523840,1.8000,153.0,0.9200,0.6100,2098.3,-0.012102,5.175896,1.549343,1.248600e-04,64197
2930,2152.3,144015360,-0.6500,143.4,0.9600,0.4700,1977.0,-0.010969,4.287967,1.548083,1.242600e-04,64603
2940,2159.5,144506880,-0.2500,140.0,0.9200,0.5000,2030.2,-0.010768,5.986602,1.527354,1.236600e-04,67641
2950,2166.8,144998400,-0.7500,153.0,0.9300,0.4700,2062.8,-0.011823,6.600071,1.458401,1.230600e-04,67482
2960,2174.1,145489920,0.3500,155.1,0.9400,0.5300,2078.1,-0.011803,4.775639,1.473787,1.224600e-04,66992
2970,2181.4,145981440,-0.5000,170.4,0.9100,0.4900,1987.0,-0.010678,5.386323,1.521414,1.218600e-04,67297
2980,2188.7,146472960,0.1500,145.2,0.9300,0.5100,2021.7,-0.011618,4.074185,1.525230,1.212600e-04,65087
2990,2196.3,146964480,-1.3500,154.6,0.9000,0.4500,2055.1,-0.011164,4.595844,1.526081,1.206600e-04,64427
3000,2203.5,147456000,1.6000,106.0,0.9600,0.5900,2034.1,-0.009557,6.440082,1.516868,1.200600e-04,66511
3010,2210.8,147947520,-0.3500,136.2,0.9200,0.4900,1978.3,-0.010099,6.321336,1.502239,1.194600e-04,66245
3020,2218.2,148439040,-0.3000,150.3,0.9300,0.5000,1934.6,-0.010952,5.198253,1.521977,1.188600e-04,66968
3030,2225.4,148930560,2.3500,150.4,0.9300,0.6300,2096.5,-0.011272,5.673271,1.523973,1.182600e-04,66439
3040,2232.8,149422080,-1.1000,146.4,0.9300,0.4600,1986.2,-0.012145,5.177026,1.528065,1.176600e-04,66120
3050,2240.1,149913600,-0.3000,148.1,0.9200,0.5000,2015.4,-0.010177,6.923823,1.506178,1.170600e-04,66547
3060,2247.4,150405120,0.1000,160.3,0.9300,0.5100,2009.1,-0.011322,5.298409,1.501186,1.164600e-04,62760
3070,2254.8,150896640,-2.4000,169.7,0.9000,0.4000,2042.6,-0.012561,4.854002,1.546721,1.158600e-04,66332
3080,2262.1,151388160,-0.5000,169.4,0.8300,0.5000,2000.3,-0.011478,5.278051,1.516018,1.152600e-04,68372
3090,2269.3,151879680,1.2500,139.5,0.9300,0.5700,2054.9,-0.011285,5.919237,1.523507,1.146600e-04,68565
3100,2276.5,152371200,-2.3500,186.0,0.8500,0.4100,2054.0,-0.010827,5.107489,1.517983,1.140600e-04,68869
3110,2283.7,152862720,-0.2000,147.8,0.9500,0.5000,2026.2,-0.012232,4.933296,1.505819,1.134600e-04,67040
3120,2290.9,153354240,0.5000,140.6,0.9300,0.5300,2041.5,-0.010597,5.692697,1.508733,1.128600e-04,67757
3130,2298.2,153845760,-1.1000,157.3,0.9100,0.4600,2005.3,-0.011594,4.779717,1.509213,1.122600e-04,66705
3140,2305.4,154337280,9.5000,66.1,0.9800,0.9800,1992.2,-0.010036,2.082022,1.559045,1.116600e-04,70796
3150,2312.8,154828800,-1.3500,150.8,0.9100,0.4500,2018.0,-0.010778,5.041529,1.509076,1.110600e-04,66453
3160,2320.1,155320320,-0.6000,169.1,0.8900,0.4900,2033.0,-0.011746,4.549727,1.531762,1.104600e-04,66441
3170,2327.4,155811840,-3.2000,191.4,0.8200,0.3800,2014.5,-0.011251,4.096629,1.534479,1.098600e-04,68939
3180,2334.7,156303360,-0.8000,158.6,0.9100,0.4700,1990.1,-0.010684,4.597146,1.521115,1.092600e-04,66743
3190,2341.9,156794880,-0.3000,154.5,0.8800,0.5100,1967.0,-0.011145,5.733424,1.515301,1.086600e-04,66893
3200,2349.2,157286400,3.3500,152.5,0.9600,0.6700,2088.6,-0.010377,5.175992,1.521274,1.080600e-04,66007
3210,2356.5,157777920,-1.4000,165.1,0.8500,0.4600,2128.5,-0.010650,5.708397,1.553075,1.074600e-04,65990
3220,2363.8,158269440,-1.1500,170.1,0.9200,0.4500,2042.4,-0.011594,4.560869,1.534473,1.068600e-04,67438
3230,2371.0,158760960,2.9000,127.4,0.9000,0.6700,2065.2,-0.009454,4.077675,1.602121,1.062600e-04,65143
3240,2378.3,159252480,-1.5500,173.1,0.8800,0.4400,2017.2,-0.010658,5.474417,1.547698,1.056600e-04,68554
3250,2385.5,159744000,-1.1000,160.8,0.8700,0.4700,2085.0,-0.011230,4.992391,1.542972,1.050600e-04,67022
3260,2392.6,160235520,-1.0000,160.5,0.9500,0.4600,2046.8,-0.009216,7.340356,1.500513,1.044600e-04,67695
3270,2399.9,160727040,-2.2000,164.1,0.9100,0.4100,2057.7,-0.009143,5.450618,1.523288,1.038600e-04,67069
3280,2407.0,161218560,8.2500,98.3,0.9300,0.9300,2052.5,-0.008147,3.484935,1.594346,1.032600e-04,73182
3290,2414.3,161710080,-2.3000,173.9,0.8700,0.4100,2073.3,-0.011709,5.089635,1.542427,1.026600e-04,68016
3300,2421.4,162201600,8.7500,85.8,0.9500,0.9500,2027.2,-0.007467,2.489187,1.582403,1.020600e-04,72918
3310,2428.7,162693120,0.7500,131.6,0.9700,0.5400,2006.7,-0.009636,6.088464,1.564299,1.014600e-04,66700
3320,2435.9,163184640,2.7000,135.7,0.8800,0.6600,2086.3,-0.009393,4.331720,1.602482,1.008600e-04,65578
3330,2443.1,163676160,0.1500,160.2,0.9400,0.5200,1958.8,-0.010503,5.971606,1.532407,1.002600e-04,67101
3340,2450.2,164167680,1.6500,99.0,0.9200,0.5900,1955.6,-0.008216,6.317750,1.566303,9.966000e-05,65271
3350,2457.5,164659200,-3.0500,174.2,0.8700,0.3700,1951.5,-0.011285,5.288514,1.513508,9.906000e-05,67309
3360,2464.6,165150720,-0.7000,178.8,0.9300,0.4800,2064.6,-0.010169,5.489420,1.532572,9.846000e-05,67838
3370,2471.8,165642240,-1.5000,175.6,0.8400,0.4500,2039.2,-0.010407,5.078670,1.547568,9.786000e-05,70426
3380,2478.9,166133760,-1.3000,153.7,0.9200,0.4500,2018.2,-0.011294,3.364661,1.546732,9.726000e-05,69024
3390,2486.1,166625280,0.7500,139.8,0.9100,0.5500,2150.1,-0.010343,5.627352,1.506565,9.666000e-05,67777
3400,2493.3,167116800,9.2500,82.6,0.9700,0.9700,2189.5,-0.008057,3.691997,1.572603,9.606000e-05,72257
3410,2500.6,167608320,-1.9000,175.9,0.8600,0.4300,2073.5,-0.009573,5.633403,1.499128,9.546000e-05,67503
3420,2507.7,168099840,1.7500,103.2,0.9300,0.6000,1961.4,-0.010137,5.093097,1.582346,9.486000e-05,65106
3430,2515.1,168591360,-0.7500,138.8,0.9500,0.4700,1919.9,-0.009643,6.513904,1.524970,9.426000e-05,65884
3440,2522.4,169082880,-1.1500,176.1,0.9000,0.4600,2052.9,-0.010094,5.261957,1.516363,9.366000e-05,67890
3450,2529.5,169574400,10.0000,78.6,1.0000,1.0000,2046.3,-0.008836,2.767146,1.559770,9.306000e-05,76171
3460,2536.7,170065920,-1.2000,143.3,0.9500,0.4500,2002.1,-0.009372,6.282888,1.527824,9.246000e-05,66388
3470,2543.9,170557440,-1.7000,160.6,0.9100,0.4300,1922.1,-0.010489,5.467372,1.535398,9.186000e-05,66428
3480,2551.1,171048960,5.2500,101.7,0.9500,0.7700,2085.1,-0.009907,3.945380,1.579632,9.126000e-05,65649
3490,2558.4,171540480,-1.0500,157.3,0.9500,0.4600,1927.8,-0.010657,5.572903,1.518942,9.066000e-05,67137
3500,2565.6,172032000,-0.7500,157.1,0.9400,0.4700,2017.8,-0.008682,5.602603,1.527974,9.006000e-05,68822
3510,2572.8,172523520,0.1500,143.0,0.9700,0.5100,1997.2,-0.008811,5.108977,1.503154,8.946000e-05,66847
3520,2580.0,173015040,0.2500,165.8,0.9400,0.5200,1991.3,-0.009432,5.350006,1.527441,8.886000e-05,67720
3530,2587.2,173506560,-1.6500,182.2,0.8700,0.4400,2106.6,-0.009014,4.797000,1.531710,8.826000e-05,69043
3540,2594.2,173998080,2.2500,123.6,0.9300,0.6200,2114.6,-0.009247,5.604950,1.594976,8.766000e-05,66550
3550,2601.5,174489600,9.5000,76.7,0.9800,0.9800,2010.6,-0.008167,2.919564,1.597560,8.706000e-05,71972
3560,2608.9,174981120,-1.3500,164.7,0.9100,0.4500,1998.0,-0.009503,4.933925,1.573834,8.646000e-05,66639
3570,2616.0,175472640,2.9000,119.8,0.9300,0.6600,2002.6,-0.009752,4.180729,1.601652,8.586000e-05,66949
3580,2623.1,175964160,9.7500,66.2,0.9900,0.9900,2013.7,-0.008766,1.815717,1.567300,8.526000e-05,72919
3590,2630.4,176455680,-3.2000,165.7,0.8800,0.3600,1948.0,-0.010180,5.547606,1.542291,8.466000e-05,67748
3600,2637.4,176947200,1.3500,118.0,0.8800,0.5900,2071.7,-0.006896,5.564931,1.596321,8.406000e-05,66129
3610,2644.6,177438720,10.0000,72.1,1.0000,1.0000,2089.4,-0.007292,2.179095,1.574996,8.346000e-05,73106
3620,2651.7,177930240,9.2500,60.6,0.9700,0.9700,2119.1,-0.008561,0.980808,1.541937,8.286000e-05,71199
3630,2658.9,178421760,10.0000,61.4,1.0000,1.0000,2063.3,-0.007149,1.279578,1.524053,8.226000e-05,72336
3640,2666.3,178913280,0.5000,176.4,0.9200,0.5400,2096.3,-0.009265,4.747862,1.515550,8.166000e-05,67698
3650,2673.5,179404800,0.5500,170.6,0.8800,0.5500,2173.1,-0.008981,5.722811,1.503520,8.106000e-05,67140
3660,2680.7,179896320,3.0000,101.2,0.9300,0.6600,2152.5,-0.007894,5.299117,1.564549,8.046000e-05,64423
3670,2687.9,180387840,-2.0000,169.4,0.9300,0.4100,2028.6,-0.009587,4.945191,1.509958,7.986000e-05,68688
3680,2695.3,180879360,0.3500,185.2,0.9200,0.5300,2172.9,-0.010102,4.715549,1.522891,7.926000e-05,67737
3690,2702.4,181370880,0.3000,193.5,0.9100,0.5300,2216.7,-0.008380,4.629549,1.523537,7.866000e-05,67405
3700,2709.6,181862400,-3.2500,178.6,0.9000,0.3600,2178.8,-0.009760,4.808267,1.505397,7.806000e-05,66528
3710,2716.7,182353920,10.0000,72.4,1.0000,1.0000,2093.4,-0.008406,1.356196,1.545909,7.746000e-05,72914
3720,2724.0,182845440,-0.7000,158.5,0.9500,0.4700,2151.7,-0.007773,5.920528,1.515182,7.686000e-05,67172
3730,2731.2,183336960,9.2500,75.0,0.9700,0.9700,2147.3,-0.007425,3.599353,1.618229,7.626000e-05,71468
3740,2738.6,183828480,-1.0000,179.8,0.9000,0.4700,2030.9,-0.008562,4.923518,1.556767,7.566000e-05,65392
3750,2745.9,184320000,-1.0000,172.6,0.9400,0.4600,2104.8,-0.009051,4.892200,1.524765,7.506000e-05,67267
3760,2753.1,184811520,3.0500,107.0,0.9600,0.6600,2126.3,-0.008174,5.286245,1.598626,7.446000e-05,65202
3770,2760.3,185303040,-2.3500,155.9,0.8900,0.3900,2053.8,-0.008244,5.437024,1.537443,7.386000e-05,67645
3780,2767.6,185794560,-2.1000,180.2,0.8700,0.4200,2035.0,-0.009327,4.808718,1.561209,7.326000e-05,64835
3790,2774.9,186286080,9.5000,70.2,0.9800,0.9800,2112.7,-0.006696,2.755199,1.569253,7.266000e-05,72354
3800,2782.1,186777600,-0.4000,177.4,0.9000,0.4900,2079.9,-0.008590,5.025161,1.530682,7.206000e-05,67962
3810,2789.4,187269120,-0.4500,180.5,0.9100,0.4900,2102.2,-0.008294,4.462860,1.555966,7.146000e-05,67648
3820,2796.4,187760640,9.2500,80.3,0.9700,0.9700,2023.8,-0.006071,2.389949,1.556777,7.086000e-05,73093
3830,2803.6,188252160,9.5000,63.8,0.9800,0.9800,2127.4,-0.007814,2.221492,1.557018,7.026000e-05,71941
3840,2810.8,188743680,-0.8000,164.2,0.8900,0.4800,2080.5,-0.008466,6.033885,1.517377,6.966000e-05,65750
3850,2818.0,189235200,-0.5500,170.8,0.8800,0.4900,2048.0,-0.007707,5.657305,1.535552,6.906000e-05,67333
3860,2825.3,189726720,-1.6000,163.4,0.9000,0.4300,2105.3,-0.008860,5.496423,1.564115,6.846000e-05,68970
3870,2832.5,190218240,9.7500,75.5,0.9900,0.9900,2150.2,-0.007134,4.730512,1.591457,6.786000e-05,74205
3880,2839.7,190709760,-0.5000,177.1,0.8400,0.5000,2195.9,-0.008345,5.841058,1.536396,6.726000e-05,67005
3890,2847.0,191201280,0.2000,152.9,0.9400,0.5100,2212.8,-0.009649,5.658212,1.508128,6.666000e-05,66870
3900,2854.3,191692800,0.7000,157.2,0.9200,0.5400,2206.7,-0.008494,5.167711,1.528421,6.606000e-05,66485
3910,2861.6,192184320,10.0000,82.8,1.0000,1.0000,2068.7,-0.007189,3.642907,1.622907,6.546000e-05,72243
3920,2868.8,192675840,9.7500,75.8,0.9900,0.9900,2150.0,-0.008532,1.206133,1.587306,6.486000e-05,70688
3930,2876.1,193167360,10.0000,54.1,1.0000,1.0000,2077.7,-0.006919,1.866767,1.563860,6.426000e-05,71208
3940,2883.4,193658880,0.5000,163.2,0.9400,0.5400,2131.8,-0.007867,4.570735,1.523417,6.366000e-05,66918
3950,2890.7,194150400,0.2000,155.1,0.9100,0.5200,2150.3,-0.007486,4.977209,1.539111,6.306000e-05,66943
3960,2898.0,194641920,-2.8500,165.4,0.8400,0.3900,2095.2,-0.007241,5.831965,1.490522,6.246000e-05,65730
3970,2905.3,195133440,-2.3500,172.5,0.8600,0.4100,2126.9,-0.006725,5.796191,1.534490,6.186000e-05,66719
3980,2912.5,195624960,0.6000,156.5,0.8900,0.5400,2081.4,-0.006398,6.293808,1.492218,6.126000e-05,67881
3990,2919.8,196116480,-0.9500,171.1,0.9000,0.4700,2071.9,-0.006939,5.280574,1.530999,6.066000e-05,67666
4000,2926.9,196608000,-2.8500,191.8,0.8400,0.3900,2128.5,-0.007051,4.483964,1.517474,6.006000e-05,68843
4010,2934.1,197099520,-1.7000,174.3,0.8700,0.4400,2080.3,-0.007512,4.973070,1.538725,5.946000e-05,68555
4020,2941.1,197591040,-0.1500,174.2,0.8900,0.5000,2114.8,-0.006957,6.505810,1.522661,5.886000e-05,70595
4030,2948.3,198082560,3.6500,112.5,0.9200,0.7000,2092.2,-0.008248,4.131282,1.610093,5.826000e-05,66258
4040,2955.4,198574080,9.7500,81.7,0.9900,0.9900,2178.3,-0.006794,4.706249,1.580666,5.766000e-05,74078
4050,2962.6,199065600,-1.3000,184.4,0.9100,0.4500,2142.3,-0.007185,4.832880,1.548262,5.706000e-05,66943
4060,2970.0,199557120,-0.1000,161.0,0.9400,0.5000,2204.2,-0.007554,4.142565,1.541908,5.646000e-05,66849
4070,2977.2,200048640,-0.1500,166.6,0.9400,0.5000,2192.2,-0.008135,4.423657,1.543004,5.586000e-05,64982
4080,2984.4,200540160,-0.2000,176.0,0.9000,0.5000,2168.1,-0.007154,5.178526,1.536002,5.526000e-05,64313
4090,2991.7,201031680,0.7000,160.1,0.9200,0.5400,2187.2,-0.007572,5.951969,1.528720,5.466000e-05,67681
4100,2998.9,201523200,-2.2000,182.0,0.8900,0.4100,2080.3,-0.007902,4.043189,1.556106,5.406000e-05,68007
4110,3006.1,202014720,0.6000,169.0,0.9300,0.5400,2179.6,-0.007200,5.876567,1.531386,5.346000e-05,66759
4120,3013.2,202506240,9.5000,72.4,0.9800,0.9800,2204.4,-0.007314,2.320893,1.543955,5.286000e-05,72645
4130,3020.4,202997760,1.3500,152.8,0.9700,0.5700,2176.4,-0.006947,5.084973,1.520955,5.226000e-05,66124
4140,3027.6,203489280,-0.7000,176.1,0.8200,0.4900,2243.8,-0.006200,7.261833,1.554318,5.166000e-05,67975
4150,3034.8,203980800,-1.1500,153.0,0.8700,0.4500,2113.4,-0.005851,7.088224,1.512149,5.106000e-05,67557
4160,3042.1,204472320,-0.8500,167.1,0.8900,0.4700,2101.2,-0.005870,6.175839,1.508634,5.046000e-05,66384
4170,3049.4,204963840,-2.2000,159.0,0.9300,0.4000,2136.9,-0.007063,4.998314,1.540908,4.986000e-05,67319
4180,3056.7,205455360,9.7500,61.1,0.9900,0.9900,2012.7,-0.007244,2.246096,1.508750,4.926000e-05,69794
4190,3064.2,205946880,-1.6000,173.0,0.9600,0.4200,2129.0,-0.006759,5.121552,1.542191,4.866000e-05,65841
4200,3071.4,206438400,0.3500,183.1,0.8900,0.5400,2131.3,-0.007973,4.082124,1.559434,4.806000e-05,68900
4210,3078.5,206929920,9.2500,68.2,0.9700,0.9700,2182.3,-0.006354,4.807883,1.550703,4.746000e-05,74305
4220,3085.8,207421440,0.2500,172.1,0.9100,0.5300,2186.6,-0.005787,5.071334,1.506775,4.686000e-05,67496
4230,3093.1,207912960,3.3000,109.9,0.9400,0.6800,2117.4,-0.006886,4.981938,1.587608,4.626000e-05,64100
4240,3100.5,208404480,5.5500,93.0,0.9600,0.7800,2131.7,-0.007020,3.288546,1.573833,4.566000e-05,64050
4250,3107.8,208896000,-1.6000,187.9,0.8300,0.4500,2170.3,-0.006308,5.048016,1.513227,4.506000e-05,66649
4260,3115.0,209387520,9.2500,80.6,0.9700,0.9700,2098.2,-0.004291,5.344622,1.575377,4.446000e-05,73284
4270,3122.1,209879040,9.7500,52.0,0.9900,0.9900,2209.8,-0.006151,1.574538,1.507408,4.386000e-05,71087
4280,3129.4,210370560,-0.9000,155.6,0.8700,0.4700,2153.4,-0.005958,5.414544,1.522032,4.326000e-05,68071
4290,3136.6,210862080,-1.5000,186.3,0.8300,0.4500,2152.9,-0.006248,4.861075,1.541411,4.266000e-05,68411
4300,3143.7,211353600,-1.9000,175.8,0.8800,0.4300,2155.2,-0.006353,4.667671,1.517782,4.206000e-05,68975
4310,3150.9,211845120,0.8000,189.2,0.9100,0.5600,2158.9,-0.006354,5.126932,1.520940,4.146000e-05,67630
4320,3158.2,212336640,-0.8500,176.4,0.9000,0.4700,2099.0,-0.006325,5.409767,1.516270,4.086000e-05,68284
4330,3165.3,212828160,2.3000,106.1,0.9000,0.6300,2125.2,-0.005383,4.997871,1.578647,4.026000e-05,65495
4340,3172.5,213319680,-2.5500,187.9,0.8600,0.4000,2155.9,-0.006138,4.383162,1.547683,3.966000e-05,69914
4350,3179.5,213811200,-1.0000,189.2,0.8200,0.4800,2181.5,-0.005037,5.304378,1.548335,3.906000e-05,69191
4360,3186.6,214302720,2.7500,98.7,0.9100,0.6500,2170.1,-0.005980,4.751472,1.602638,3.846000e-05,65692
4370,3193.8,214794240,9.5000,57.9,0.9800,0.9800,2229.4,-0.004419,2.263060,1.502587,3.786000e-05,72432
